   index	                                url_name	                category	         gformat	           start	             due	name	path	module_id	data	chapter_mid
      52	        907cff3824ce40eb85fc1c166a95e259	                   video	            None	2014-02-24 00:30:00	            None	Units and Density	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/3/1	BerkeleyX/Stat_2.1x/video/907cff3824ce40eb85fc1c166a95e259	{"ytid": "0.75:iKdq0pX1B7Y,1.00:grJZNaXL3Iw,1.25:dXLCoQiyXLo,1.50:FxA0oYgAIWE"}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      53	        2d090e9888f3495aa990f0ea218553b6	                    html	            None	2014-02-24 00:30:00	            None	Lecture 2.3 Slides	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/3/2	BerkeleyX/Stat_2.1x/sequential/8467ce67924849ce8640c094ada833b4/3	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      54	        bd7e739a7c4744dd8808aef4d80736c7	              sequential	            None	2014-02-24 00:30:00	            None	Reading and Practice for Graded Exercise Set 2	/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7	BerkeleyX/Stat_2.1x/sequential/bd7e739a7c4744dd8808aef4d80736c7	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      55	        e0cc0a7727304c1f933b7509824b72bd	                vertical	            None	2014-02-24 00:30:00	            None	Reading and practice for Exercise Set 2	/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1	BerkeleyX/Stat_2.1x/vertical/e0cc0a7727304c1f933b7509824b72bd	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      56	        e29a214cd3fe4d78a5a21c1f1c235924	                    html	            None	2014-02-24 00:30:00	            None	Reading and Practice for Exercise Set 2	/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1/1	BerkeleyX/Stat_2.1x/sequential/bd7e739a7c4744dd8808aef4d80736c7/1	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      57	        5fec204d236341adb9e949890de5909f	                 problem	            None	2014-02-24 00:30:00	            None		/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1/2	BerkeleyX/Stat_2.1x/problem/5fec204d236341adb9e949890de5909f	{"weight": 0.000000}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      58	        985299f03b8743b5b778e814d2c96f75	                 problem	            None	2014-02-24 00:30:00	            None		/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1/3	BerkeleyX/Stat_2.1x/problem/985299f03b8743b5b778e814d2c96f75	{"weight": 0.000000}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      59	        b2a9acb22c154ed29d05c8bb572c3ecc	                 problem	            None	2014-02-24 00:30:00	            None		/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1/4	BerkeleyX/Stat_2.1x/problem/b2a9acb22c154ed29d05c8bb572c3ecc	{"weight": 0.000000}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      60	        d9cbf201be7548a490cc3218a24b965b	                 problem	            None	2014-02-24 00:30:00	            None		/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1/5	BerkeleyX/Stat_2.1x/problem/d9cbf201be7548a490cc3218a24b965b	{"weight": 0.000000}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      61	        16d6b602347941d295a6dde4771b60b2	                    html	            None	2014-02-24 00:30:00	            None	   	/36bcbc2a9dbd4f4b8546f13c035b2759/bd7e739a7c4744dd8808aef4d80736c7/1/6	BerkeleyX/Stat_2.1x/sequential/bd7e739a7c4744dd8808aef4d80736c7/1	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
